year,season(DJF,MAM,JJA,SON),value
1977,1,0.11
1977,2,0.3
1977,3,0.3
1977,4,0.05
1978,1,0.16
1978,2,0.25
1978,3,0.03
1978,4,0.11
1979,1,0.06
1979,2,0.18
1979,3,0.13
1979,4,0.29
1980,1,0.45
1980,2,0.44
1980,3,0.3
1980,4,0.28
1981,1,0.46
1981,2,0.5
1981,3,0.48
1981,4,0.2
1982,1,0.28
1982,2,0.09
1982,3,0.1
1982,4,0.08
1983,1,0.43
1983,2,0.46
1983,3,0.32
1983,4,0.41
1984,1,0.19
1984,2,0.33
1984,3,0.16
1984,4,0.2
1985,1,0.12
1985,2,0.23
1985,3,0.21
1985,4,0.16
1986,1,0.34
1986,2,0.38
1986,3,0.15
1986,4,0.08
1987,1,0.39
1987,2,0.3
1987,3,0.47
1987,4,0.33
1988,1,0.56
1988,2,0.57
1988,3,0.53
1988,4,0.42
1989,1,0.36
1989,2,0.35
1989,3,0.38
1989,4,0.4
1990,1,0.44
1990,2,0.68
1990,3,0.5
1990,4,0.45
1991,1,0.54
1991,2,0.55
1991,3,0.64
1991,4,0.45
1992,1,0.42
1992,2,0.35
1992,3,0.18
1992,4,0.03
1993,1,0.36
1993,2,0.31
1993,3,0.3
1993,4,0.15
1994,1,0.23
1994,2,0.37
1994,3,0.42
1994,4,0.46
1995,1,0.64
1995,2,0.5
1995,3,0.57
1995,4,0.56
1996,1,0.47
1996,2,0.44
1996,3,0.56
1996,4,0.43
1997,1,0.52
1997,2,0.49
1997,3,0.48
1997,4,0.6
1998,1,0.87
1998,2,0.86
1998,3,0.93
1998,4,0.64
1999,1,0.77
1999,2,0.46
1999,3,0.59
1999,4,0.61
2000,1,0.53
2000,2,0.67
2000,3,0.64
2000,4,0.47
2001,1,0.56
2001,2,0.67
2001,3,0.67
2001,4,0.7
2002,1,0.86
2002,2,0.93
2002,3,0.72
2002,4,0.72
2003,1,0.74
2003,2,0.76
2003,3,0.71
2003,4,0.77
2004,1,0.85
2004,2,0.7
2004,3,0.49
2004,4,0.77
2005,1,0.83
2005,2,0.85
2005,3,0.79
2005,4,0.97
2006,1,0.86
2006,2,0.67
2006,3,0.75
2006,4,0.8
2007,1,1.02
2007,2,0.94
2007,3,0.77
2007,4,0.79
2008,1,0.55
2008,2,0.71
2008,3,0.55
2008,4,0.79
2009,1,0.74
2009,2,0.75
2009,3,0.85
2009,4,0.83
2010,1,0.94
2010,2,1.03
2010,3,0.81
2010,4,0.94
2011,1,0.71
2011,2,0.75
2011,3,0.86
2011,4,0.8
2012,1,0.67
2012,2,0.81
2012,3,0.72
2012,4,0.92
2013,1,0.82
2013,2,0.72
2013,3,0.77
2013,4,0.92
2014,1,0.82
2014,2,0.9
2014,3,0.78
2014,4,0.97
2015,1,1.01
2015,2,0.91
2015,3,0.82
2015,4,1.07
2016,1,1.47
2016,2,1.38
2016,3,1.06
2016,4,1.16
2017,1,1.23
2017,2,1.26
2017,3,0.97
2017,4,0.97
